symbol,regime,start_dt,end_dt,bars
SBER,trend,2023-05-04 06:00:00+00:00,2023-05-04 06:00:00+00:00,1
SBER,range,2023-05-04 06:30:00+00:00,2023-05-10 09:30:00+00:00,295
SBER,high_vol,2023-05-10 10:00:00+00:00,2023-05-10 11:00:00+00:00,3
SBER,trend,2023-05-10 11:30:00+00:00,2023-05-10 20:00:00+00:00,18
SBER,range,2023-05-10 20:30:00+00:00,2023-05-16 05:30:00+00:00,259
SBER,trend,2023-05-16 06:00:00+00:00,2023-05-16 06:00:00+00:00,1
SBER,range,2023-05-16 06:30:00+00:00,2023-05-24 00:30:00+00:00,373
SBER,trend,2023-05-24 01:00:00+00:00,2023-05-24 06:00:00+00:00,11
SBER,range,2023-05-24 06:30:00+00:00,2023-05-24 09:30:00+00:00,7
SBER,trend,2023-05-24 10:00:00+00:00,2023-05-25 06:00:00+00:00,41
SBER,range,2023-05-25 06:30:00+00:00,2023-05-25 09:30:00+00:00,7
SBER,trend,2023-05-25 10:00:00+00:00,2023-05-25 13:30:00+00:00,8
SBER,range,2023-05-25 14:00:00+00:00,2023-05-25 18:30:00+00:00,10
SBER,trend,2023-05-25 19:00:00+00:00,2023-05-25 23:00:00+00:00,9
SBER,range,2023-05-25 23:30:00+00:00,2023-05-25 23:30:00+00:00,1
SBER,trend,2023-05-26 00:00:00+00:00,2023-05-26 04:00:00+00:00,9
SBER,range,2023-05-26 04:30:00+00:00,2023-05-26 04:30:00+00:00,1
SBER,trend,2023-05-26 05:00:00+00:00,2023-05-26 05:00:00+00:00,1
SBER,range,2023-05-26 05:30:00+00:00,2023-05-26 18:30:00+00:00,27
SBER,trend,2023-05-26 19:00:00+00:00,2023-05-26 20:00:00+00:00,3
SBER,range,2023-05-26 20:30:00+00:00,2023-05-26 20:30:00+00:00,1
SBER,trend,2023-05-26 21:00:00+00:00,2023-05-27 06:00:00+00:00,19
SBER,range,2023-05-27 06:30:00+00:00,2023-05-30 01:30:00+00:00,135
SBER,trend,2023-05-30 02:00:00+00:00,2023-05-30 06:00:00+00:00,9
SBER,range,2023-05-30 06:30:00+00:00,2023-05-31 00:00:00+00:00,36
SBER,trend,2023-05-31 00:30:00+00:00,2023-05-31 06:00:00+00:00,12
SBER,range,2023-05-31 06:30:00+00:00,2023-06-02 00:00:00+00:00,84
SBER,trend,2023-06-02 00:30:00+00:00,2023-06-02 06:00:00+00:00,12
SBER,range,2023-06-02 06:30:00+00:00,2023-06-06 00:00:00+00:00,180
SBER,trend,2023-06-06 00:30:00+00:00,2023-06-06 02:30:00+00:00,5
SBER,range,2023-06-06 03:00:00+00:00,2023-06-06 03:00:00+00:00,1
SBER,trend,2023-06-06 03:30:00+00:00,2023-06-06 06:00:00+00:00,6
SBER,range,2023-06-06 06:30:00+00:00,2023-06-07 04:30:00+00:00,45
SBER,trend,2023-06-07 05:00:00+00:00,2023-06-07 06:00:00+00:00,3
SBER,range,2023-06-07 06:30:00+00:00,2023-06-13 22:30:00+00:00,321
SBER,trend,2023-06-13 23:00:00+00:00,2023-06-14 06:00:00+00:00,15
SBER,range,2023-06-14 06:30:00+00:00,2023-06-14 09:30:00+00:00,7
SBER,trend,2023-06-14 10:00:00+00:00,2023-06-14 10:00:00+00:00,1
SBER,range,2023-06-14 10:30:00+00:00,2023-06-20 01:30:00+00:00,271
SBER,trend,2023-06-20 02:00:00+00:00,2023-06-20 06:00:00+00:00,9
SBER,range,2023-06-20 06:30:00+00:00,2023-06-23 09:30:00+00:00,151
SBER,trend,2023-06-23 10:00:00+00:00,2023-06-23 10:00:00+00:00,1
SBER,range,2023-06-23 10:30:00+00:00,2023-06-28 03:30:00+00:00,227
SBER,trend,2023-06-28 04:00:00+00:00,2023-06-28 04:30:00+00:00,2
SBER,range,2023-06-28 05:00:00+00:00,2023-06-28 05:00:00+00:00,1
SBER,trend,2023-06-28 05:30:00+00:00,2023-06-28 06:00:00+00:00,2
SBER,range,2023-06-28 06:30:00+00:00,2023-07-04 00:30:00+00:00,277
SBER,trend,2023-07-04 01:00:00+00:00,2023-07-04 05:30:00+00:00,10
SBER,range,2023-07-04 06:00:00+00:00,2023-07-05 05:30:00+00:00,48
SBER,trend,2023-07-05 06:00:00+00:00,2023-07-05 06:00:00+00:00,1
SBER,range,2023-07-05 06:30:00+00:00,2023-07-08 05:30:00+00:00,143
SBER,trend,2023-07-08 06:00:00+00:00,2023-07-08 06:00:00+00:00,1
SBER,range,2023-07-08 06:30:00+00:00,2023-07-10 18:30:00+00:00,121
SBER,trend,2023-07-10 19:00:00+00:00,2023-07-11 06:00:00+00:00,23
SBER,range,2023-07-11 06:30:00+00:00,2023-07-21 02:30:00+00:00,473
SBER,trend,2023-07-21 03:00:00+00:00,2023-07-21 06:00:00+00:00,7
SBER,range,2023-07-21 06:30:00+00:00,2023-07-25 14:00:00+00:00,208
SBER,trend,2023-07-25 14:30:00+00:00,2023-07-25 15:00:00+00:00,2
SBER,range,2023-07-25 15:30:00+00:00,2023-07-26 01:30:00+00:00,21
SBER,trend,2023-07-26 02:00:00+00:00,2023-07-26 05:30:00+00:00,8
SBER,range,2023-07-26 06:00:00+00:00,2023-07-29 02:30:00+00:00,138
SBER,trend,2023-07-29 03:00:00+00:00,2023-07-29 05:00:00+00:00,5
SBER,range,2023-07-29 05:30:00+00:00,2023-07-29 05:30:00+00:00,1
SBER,trend,2023-07-29 06:00:00+00:00,2023-07-29 06:00:00+00:00,1
SBER,range,2023-07-29 06:30:00+00:00,2023-07-31 15:30:00+00:00,115
SBER,trend,2023-07-31 16:00:00+00:00,2023-08-01 06:00:00+00:00,29
SBER,range,2023-08-01 06:30:00+00:00,2023-08-01 09:30:00+00:00,7
SBER,trend,2023-08-01 10:00:00+00:00,2023-08-01 20:00:00+00:00,21
SBER,range,2023-08-01 20:30:00+00:00,2023-08-02 05:00:00+00:00,18
SBER,trend,2023-08-02 05:30:00+00:00,2023-08-02 06:00:00+00:00,2
SBER,range,2023-08-02 06:30:00+00:00,2023-08-05 02:30:00+00:00,137
SBER,trend,2023-08-05 03:00:00+00:00,2023-08-05 06:00:00+00:00,7
SBER,range,2023-08-05 06:30:00+00:00,2023-08-07 23:30:00+00:00,131
SBER,trend,2023-08-08 00:00:00+00:00,2023-08-08 06:00:00+00:00,13
SBER,range,2023-08-08 06:30:00+00:00,2023-08-15 00:00:00+00:00,324
SBER,trend,2023-08-15 00:30:00+00:00,2023-08-15 06:00:00+00:00,12
SBER,range,2023-08-15 06:30:00+00:00,2023-08-15 10:00:00+00:00,8
SBER,high_vol,2023-08-15 10:30:00+00:00,2023-08-15 10:30:00+00:00,1
SBER,range,2023-08-15 11:00:00+00:00,2023-08-16 01:00:00+00:00,29
SBER,trend,2023-08-16 01:30:00+00:00,2023-08-16 06:00:00+00:00,10
SBER,range,2023-08-16 06:30:00+00:00,2023-08-16 22:00:00+00:00,32
SBER,trend,2023-08-16 22:30:00+00:00,2023-08-17 06:00:00+00:00,16
SBER,range,2023-08-17 06:30:00+00:00,2023-08-19 01:30:00+00:00,87
SBER,trend,2023-08-19 02:00:00+00:00,2023-08-19 06:00:00+00:00,9
SBER,range,2023-08-19 06:30:00+00:00,2023-08-24 05:00:00+00:00,238
SBER,trend,2023-08-24 05:30:00+00:00,2023-08-24 06:00:00+00:00,2
SBER,range,2023-08-24 06:30:00+00:00,2023-08-28 17:30:00+00:00,215
SBER,trend,2023-08-28 18:00:00+00:00,2023-08-29 06:00:00+00:00,25
SBER,range,2023-08-29 06:30:00+00:00,2023-08-29 09:30:00+00:00,7
SBER,trend,2023-08-29 10:00:00+00:00,2023-08-29 10:30:00+00:00,2
SBER,range,2023-08-29 11:00:00+00:00,2023-09-06 02:00:00+00:00,367
SBER,trend,2023-09-06 02:30:00+00:00,2023-09-06 06:00:00+00:00,8
SBER,range,2023-09-06 06:30:00+00:00,2023-09-07 23:00:00+00:00,82
SBER,trend,2023-09-07 23:30:00+00:00,2023-09-08 06:00:00+00:00,14
SBER,range,2023-09-08 06:30:00+00:00,2023-09-08 17:30:00+00:00,23
SBER,trend,2023-09-08 18:00:00+00:00,2023-09-09 06:00:00+00:00,25
SBER,range,2023-09-09 06:30:00+00:00,2023-09-12 20:00:00+00:00,172
SBER,trend,2023-09-12 20:30:00+00:00,2023-09-13 06:00:00+00:00,20
SBER,range,2023-09-13 06:30:00+00:00,2023-09-13 09:30:00+00:00,7
SBER,trend,2023-09-13 10:00:00+00:00,2023-09-13 10:00:00+00:00,1
SBER,range,2023-09-13 10:30:00+00:00,2023-09-14 05:30:00+00:00,39
SBER,trend,2023-09-14 06:00:00+00:00,2023-09-14 06:00:00+00:00,1
SBER,range,2023-09-14 06:30:00+00:00,2023-09-16 02:30:00+00:00,89
SBER,trend,2023-09-16 03:00:00+00:00,2023-09-16 03:00:00+00:00,1
SBER,range,2023-09-16 03:30:00+00:00,2023-09-19 00:00:00+00:00,138
SBER,trend,2023-09-19 00:30:00+00:00,2023-09-19 06:00:00+00:00,12
SBER,range,2023-09-19 06:30:00+00:00,2023-09-19 21:30:00+00:00,31
SBER,trend,2023-09-19 22:00:00+00:00,2023-09-20 06:00:00+00:00,17
SBER,range,2023-09-20 06:30:00+00:00,2023-09-21 23:30:00+00:00,83
SBER,trend,2023-09-22 00:00:00+00:00,2023-09-22 06:00:00+00:00,13
SBER,range,2023-09-22 06:30:00+00:00,2023-09-27 00:00:00+00:00,228
SBER,trend,2023-09-27 00:30:00+00:00,2023-09-27 06:00:00+00:00,12
SBER,range,2023-09-27 06:30:00+00:00,2023-09-29 05:00:00+00:00,94
SBER,trend,2023-09-29 05:30:00+00:00,2023-09-29 06:00:00+00:00,2
SBER,range,2023-09-29 06:30:00+00:00,2023-09-30 01:00:00+00:00,38
SBER,trend,2023-09-30 01:30:00+00:00,2023-09-30 06:00:00+00:00,10
SBER,range,2023-09-30 06:30:00+00:00,2023-10-03 05:30:00+00:00,143
SBER,trend,2023-10-03 06:00:00+00:00,2023-10-03 06:00:00+00:00,1
SBER,range,2023-10-03 06:30:00+00:00,2023-10-07 02:00:00+00:00,184
SBER,trend,2023-10-07 02:30:00+00:00,2023-10-07 06:00:00+00:00,8
SBER,range,2023-10-07 06:30:00+00:00,2023-10-16 17:00:00+00:00,454
SBER,trend,2023-10-16 17:30:00+00:00,2023-10-17 06:00:00+00:00,26
SBER,range,2023-10-17 06:30:00+00:00,2023-10-17 19:00:00+00:00,26
SBER,trend,2023-10-17 19:30:00+00:00,2023-10-18 06:00:00+00:00,22
SBER,range,2023-10-18 06:30:00+00:00,2023-10-19 01:30:00+00:00,39
SBER,trend,2023-10-19 02:00:00+00:00,2023-10-19 06:00:00+00:00,9
SBER,range,2023-10-19 06:30:00+00:00,2023-10-19 09:30:00+00:00,7
SBER,trend,2023-10-19 10:00:00+00:00,2023-10-19 10:00:00+00:00,1
SBER,range,2023-10-19 10:30:00+00:00,2023-10-26 00:30:00+00:00,317
SBER,trend,2023-10-26 01:00:00+00:00,2023-10-26 06:00:00+00:00,11
SBER,range,2023-10-26 06:30:00+00:00,2023-11-06 19:30:00+00:00,555
SBER,trend,2023-11-06 20:00:00+00:00,2023-11-07 06:00:00+00:00,21
SBER,range,2023-11-07 06:30:00+00:00,2023-11-08 01:00:00+00:00,38
SBER,trend,2023-11-08 01:30:00+00:00,2023-11-08 06:00:00+00:00,10
SBER,range,2023-11-08 06:30:00+00:00,2023-11-08 18:30:00+00:00,25
SBER,trend,2023-11-08 19:00:00+00:00,2023-11-08 19:00:00+00:00,1
SBER,range,2023-11-08 19:30:00+00:00,2023-11-08 20:30:00+00:00,3
SBER,trend,2023-11-08 21:00:00+00:00,2023-11-09 06:00:00+00:00,19
SBER,range,2023-11-09 06:30:00+00:00,2023-11-10 17:30:00+00:00,71
SBER,trend,2023-11-10 18:00:00+00:00,2023-11-11 06:00:00+00:00,25
SBER,range,2023-11-11 06:30:00+00:00,2023-11-13 23:00:00+00:00,130
SBER,trend,2023-11-13 23:30:00+00:00,2023-11-14 06:00:00+00:00,14
SBER,range,2023-11-14 06:30:00+00:00,2023-11-15 03:30:00+00:00,43
SBER,trend,2023-11-15 04:00:00+00:00,2023-11-15 05:00:00+00:00,3
SBER,range,2023-11-15 05:30:00+00:00,2023-11-15 05:30:00+00:00,1
SBER,trend,2023-11-15 06:00:00+00:00,2023-11-15 06:00:00+00:00,1
SBER,range,2023-11-15 06:30:00+00:00,2023-11-16 01:00:00+00:00,38
SBER,trend,2023-11-16 01:30:00+00:00,2023-11-16 06:00:00+00:00,10
SBER,range,2023-11-16 06:30:00+00:00,2023-11-22 17:00:00+00:00,310
SBER,trend,2023-11-22 17:30:00+00:00,2023-11-22 17:30:00+00:00,1
SBER,range,2023-11-22 18:00:00+00:00,2023-11-22 22:30:00+00:00,10
SBER,trend,2023-11-22 23:00:00+00:00,2023-11-23 06:00:00+00:00,15
SBER,range,2023-11-23 06:30:00+00:00,2023-11-23 12:00:00+00:00,12
SBER,trend,2023-11-23 12:30:00+00:00,2023-11-23 12:30:00+00:00,1
SBER,range,2023-11-23 13:00:00+00:00,2023-11-27 23:30:00+00:00,214
SBER,trend,2023-11-28 00:00:00+00:00,2023-11-28 06:00:00+00:00,13
SBER,range,2023-11-28 06:30:00+00:00,2023-11-28 23:30:00+00:00,35
SBER,trend,2023-11-29 00:00:00+00:00,2023-11-29 06:00:00+00:00,13
SBER,range,2023-11-29 06:30:00+00:00,2023-11-30 00:30:00+00:00,37
SBER,trend,2023-11-30 01:00:00+00:00,2023-11-30 06:00:00+00:00,11
SBER,range,2023-11-30 06:30:00+00:00,2023-12-02 03:30:00+00:00,91
SBER,trend,2023-12-02 04:00:00+00:00,2023-12-02 06:00:00+00:00,5
SBER,range,2023-12-02 06:30:00+00:00,2023-12-05 21:00:00+00:00,174
SBER,trend,2023-12-05 21:30:00+00:00,2023-12-06 06:00:00+00:00,18
SBER,range,2023-12-06 06:30:00+00:00,2023-12-06 20:30:00+00:00,29
SBER,trend,2023-12-06 21:00:00+00:00,2023-12-07 06:00:00+00:00,19
SBER,range,2023-12-07 06:30:00+00:00,2023-12-07 22:30:00+00:00,33
SBER,trend,2023-12-07 23:00:00+00:00,2023-12-08 06:00:00+00:00,15
SBER,range,2023-12-08 06:30:00+00:00,2023-12-09 02:00:00+00:00,40
SBER,trend,2023-12-09 02:30:00+00:00,2023-12-09 03:00:00+00:00,2
SBER,range,2023-12-09 03:30:00+00:00,2023-12-09 04:30:00+00:00,3
SBER,trend,2023-12-09 05:00:00+00:00,2023-12-09 06:00:00+00:00,3
SBER,range,2023-12-09 06:30:00+00:00,2023-12-11 17:30:00+00:00,119
SBER,trend,2023-12-11 18:00:00+00:00,2023-12-12 06:00:00+00:00,25
SBER,range,2023-12-12 06:30:00+00:00,2023-12-15 05:00:00+00:00,142
SBER,trend,2023-12-15 05:30:00+00:00,2023-12-15 05:30:00+00:00,1
SBER,range,2023-12-15 06:00:00+00:00,2023-12-15 20:00:00+00:00,29
SBER,trend,2023-12-15 20:30:00+00:00,2023-12-16 06:00:00+00:00,20
SBER,range,2023-12-16 06:30:00+00:00,2023-12-22 17:00:00+00:00,310
SBER,trend,2023-12-22 17:30:00+00:00,2023-12-23 06:00:00+00:00,26
SBER,range,2023-12-23 06:30:00+00:00,2024-01-03 19:30:00+00:00,555
SBER,trend,2024-01-03 20:00:00+00:00,2024-01-04 05:00:00+00:00,19
SBER,range,2024-01-04 05:30:00+00:00,2024-01-08 21:00:00+00:00,224
SBER,trend,2024-01-08 21:30:00+00:00,2024-01-09 06:00:00+00:00,18
SBER,range,2024-01-09 06:30:00+00:00,2024-01-17 22:30:00+00:00,417
SBER,trend,2024-01-17 23:00:00+00:00,2024-01-18 05:30:00+00:00,14
SBER,range,2024-01-18 06:00:00+00:00,2024-01-20 00:00:00+00:00,85
SBER,trend,2024-01-20 00:30:00+00:00,2024-01-20 06:00:00+00:00,12
SBER,range,2024-01-20 06:30:00+00:00,2024-01-24 21:30:00+00:00,223
SBER,trend,2024-01-24 22:00:00+00:00,2024-01-25 06:00:00+00:00,17
SBER,range,2024-01-25 06:30:00+00:00,2024-01-25 20:30:00+00:00,29
SBER,trend,2024-01-25 21:00:00+00:00,2024-01-25 22:00:00+00:00,3
SBER,range,2024-01-25 22:30:00+00:00,2024-01-25 22:30:00+00:00,1
SBER,trend,2024-01-25 23:00:00+00:00,2024-01-26 04:30:00+00:00,12
SBER,range,2024-01-26 05:00:00+00:00,2024-01-26 05:00:00+00:00,1
SBER,trend,2024-01-26 05:30:00+00:00,2024-01-26 06:00:00+00:00,2
SBER,range,2024-01-26 06:30:00+00:00,2024-02-07 01:30:00+00:00,567
SBER,trend,2024-02-07 02:00:00+00:00,2024-02-07 05:30:00+00:00,8
SBER,range,2024-02-07 06:00:00+00:00,2024-02-07 14:00:00+00:00,17
SBER,trend,2024-02-07 14:30:00+00:00,2024-02-08 05:30:00+00:00,31
SBER,range,2024-02-08 06:00:00+00:00,2024-02-08 09:30:00+00:00,8
SBER,trend,2024-02-08 10:00:00+00:00,2024-02-08 10:00:00+00:00,1
SBER,range,2024-02-08 10:30:00+00:00,2024-02-12 18:00:00+00:00,208
SBER,trend,2024-02-12 18:30:00+00:00,2024-02-12 18:30:00+00:00,1
SBER,range,2024-02-12 19:00:00+00:00,2024-02-12 19:00:00+00:00,1
SBER,trend,2024-02-12 19:30:00+00:00,2024-02-13 06:00:00+00:00,22
SBER,range,2024-02-13 06:30:00+00:00,2024-02-14 01:30:00+00:00,39
SBER,trend,2024-02-14 02:00:00+00:00,2024-02-14 06:00:00+00:00,9
SBER,range,2024-02-14 06:30:00+00:00,2024-02-15 04:30:00+00:00,45
SBER,trend,2024-02-15 05:00:00+00:00,2024-02-15 05:30:00+00:00,2
SBER,range,2024-02-15 06:00:00+00:00,2024-02-16 01:00:00+00:00,39
SBER,trend,2024-02-16 01:30:00+00:00,2024-02-16 05:00:00+00:00,8
SBER,range,2024-02-16 05:30:00+00:00,2024-02-17 05:00:00+00:00,48
SBER,trend,2024-02-17 05:30:00+00:00,2024-02-17 05:30:00+00:00,1
SBER,range,2024-02-17 06:00:00+00:00,2024-02-21 05:00:00+00:00,191
SBER,trend,2024-02-21 05:30:00+00:00,2024-02-21 06:00:00+00:00,2
SBER,range,2024-02-21 06:30:00+00:00,2024-02-21 23:00:00+00:00,34
SBER,trend,2024-02-21 23:30:00+00:00,2024-02-22 06:00:00+00:00,14
SBER,range,2024-02-22 06:30:00+00:00,2024-02-26 22:30:00+00:00,225
SBER,trend,2024-02-26 23:00:00+00:00,2024-02-27 06:00:00+00:00,15
SBER,range,2024-02-27 06:30:00+00:00,2024-02-27 20:00:00+00:00,28
SBER,trend,2024-02-27 20:30:00+00:00,2024-02-28 06:00:00+00:00,20
SBER,range,2024-02-28 06:30:00+00:00,2024-03-01 18:00:00+00:00,120
SBER,trend,2024-03-01 18:30:00+00:00,2024-03-02 04:00:00+00:00,20
SBER,range,2024-03-02 04:30:00+00:00,2024-03-04 14:00:00+00:00,116
SBER,trend,2024-03-04 14:30:00+00:00,2024-03-05 06:00:00+00:00,32
SBER,range,2024-03-05 06:30:00+00:00,2024-03-13 05:30:00+00:00,383
SBER,trend,2024-03-13 06:00:00+00:00,2024-03-13 06:00:00+00:00,1
SBER,range,2024-03-13 06:30:00+00:00,2024-03-14 04:00:00+00:00,44
SBER,trend,2024-03-14 04:30:00+00:00,2024-03-14 06:00:00+00:00,4
SBER,range,2024-03-14 06:30:00+00:00,2024-03-14 17:30:00+00:00,23
SBER,trend,2024-03-14 18:00:00+00:00,2024-03-14 18:30:00+00:00,2
SBER,range,2024-03-14 19:00:00+00:00,2024-03-14 21:30:00+00:00,6
SBER,trend,2024-03-14 22:00:00+00:00,2024-03-15 06:00:00+00:00,17
SBER,range,2024-03-15 06:30:00+00:00,2024-03-19 23:30:00+00:00,227
SBER,trend,2024-03-20 00:00:00+00:00,2024-03-20 06:00:00+00:00,13
SBER,range,2024-03-20 06:30:00+00:00,2024-03-28 04:30:00+00:00,381
SBER,trend,2024-03-28 05:00:00+00:00,2024-03-28 06:00:00+00:00,3
SBER,range,2024-03-28 06:30:00+00:00,2024-03-28 17:30:00+00:00,23
SBER,trend,2024-03-28 18:00:00+00:00,2024-03-29 06:00:00+00:00,25
SBER,range,2024-03-29 06:30:00+00:00,2024-03-29 11:00:00+00:00,10
SBER,trend,2024-03-29 11:30:00+00:00,2024-03-29 11:30:00+00:00,1
SBER,range,2024-03-29 12:00:00+00:00,2024-03-30 01:30:00+00:00,28
SBER,trend,2024-03-30 02:00:00+00:00,2024-03-30 05:30:00+00:00,8
SBER,range,2024-03-30 06:00:00+00:00,2024-04-03 17:00:00+00:00,215
SBER,trend,2024-04-03 17:30:00+00:00,2024-04-04 06:00:00+00:00,26
SBER,range,2024-04-04 06:30:00+00:00,2024-04-06 01:30:00+00:00,87
SBER,trend,2024-04-06 02:00:00+00:00,2024-04-06 06:00:00+00:00,9
SBER,range,2024-04-06 06:30:00+00:00,2024-04-18 02:00:00+00:00,568
SBER,trend,2024-04-18 02:30:00+00:00,2024-04-18 04:00:00+00:00,4
SBER,range,2024-04-18 04:30:00+00:00,2024-04-18 04:30:00+00:00,1
SBER,trend,2024-04-18 05:00:00+00:00,2024-04-18 06:00:00+00:00,3
SBER,range,2024-04-18 06:30:00+00:00,2024-04-19 04:00:00+00:00,44
SBER,trend,2024-04-19 04:30:00+00:00,2024-04-19 04:30:00+00:00,1
SBER,range,2024-04-19 05:00:00+00:00,2024-04-22 20:00:00+00:00,175
SBER,trend,2024-04-22 20:30:00+00:00,2024-04-23 06:00:00+00:00,20
SBER,range,2024-04-23 06:30:00+00:00,2024-04-23 09:30:00+00:00,7
SBER,trend,2024-04-23 10:00:00+00:00,2024-04-23 11:30:00+00:00,4
SBER,range,2024-04-23 12:00:00+00:00,2024-04-24 05:30:00+00:00,36
SBER,trend,2024-04-24 06:00:00+00:00,2024-04-24 06:00:00+00:00,1
SBER,range,2024-04-24 06:30:00+00:00,2024-04-25 04:00:00+00:00,44
SBER,trend,2024-04-25 04:30:00+00:00,2024-04-25 06:00:00+00:00,4
SBER,range,2024-04-25 06:30:00+00:00,2024-05-03 05:00:00+00:00,382
SBER,trend,2024-05-03 05:30:00+00:00,2024-05-03 06:00:00+00:00,2
SBER,range,2024-05-03 06:30:00+00:00,2024-05-07 05:30:00+00:00,191
SBER,trend,2024-05-07 06:00:00+00:00,2024-05-07 06:00:00+00:00,1
SBER,range,2024-05-07 06:30:00+00:00,2024-05-07 22:00:00+00:00,32
SBER,trend,2024-05-07 22:30:00+00:00,2024-05-08 06:00:00+00:00,16
SBER,range,2024-05-08 06:30:00+00:00,2024-05-08 17:00:00+00:00,22
SBER,trend,2024-05-08 17:30:00+00:00,2024-05-09 06:00:00+00:00,26
SBER,range,2024-05-09 06:30:00+00:00,2024-05-10 15:30:00+00:00,67
SBER,trend,2024-05-10 16:00:00+00:00,2024-05-10 16:00:00+00:00,1
SBER,range,2024-05-10 16:30:00+00:00,2024-05-10 16:30:00+00:00,1
SBER,trend,2024-05-10 17:00:00+00:00,2024-05-11 06:00:00+00:00,27
SBER,range,2024-05-11 06:30:00+00:00,2024-05-14 21:00:00+00:00,174
SBER,trend,2024-05-14 21:30:00+00:00,2024-05-15 06:00:00+00:00,18
SBER,range,2024-05-15 06:30:00+00:00,2024-05-15 11:00:00+00:00,10
SBER,trend,2024-05-15 11:30:00+00:00,2024-05-16 06:00:00+00:00,38
SBER,range,2024-05-16 06:30:00+00:00,2024-05-16 09:30:00+00:00,7
SBER,trend,2024-05-16 10:00:00+00:00,2024-05-17 06:00:00+00:00,41
SBER,range,2024-05-17 06:30:00+00:00,2024-05-21 04:30:00+00:00,189
SBER,trend,2024-05-21 05:00:00+00:00,2024-05-21 06:00:00+00:00,3
SBER,range,2024-05-21 06:30:00+00:00,2024-05-22 19:30:00+00:00,75
SBER,trend,2024-05-22 20:00:00+00:00,2024-05-23 06:00:00+00:00,21
SBER,range,2024-05-23 06:30:00+00:00,2024-05-25 04:00:00+00:00,92
SBER,trend,2024-05-25 04:30:00+00:00,2024-05-25 05:30:00+00:00,3
SBER,range,2024-05-25 06:00:00+00:00,2024-05-28 01:30:00+00:00,136
SBER,trend,2024-05-28 02:00:00+00:00,2024-05-28 06:00:00+00:00,9
SBER,range,2024-05-28 06:30:00+00:00,2024-05-30 01:00:00+00:00,86
SBER,trend,2024-05-30 01:30:00+00:00,2024-05-30 06:00:00+00:00,10
SBER,range,2024-05-30 06:30:00+00:00,2024-05-30 09:30:00+00:00,7
SBER,trend,2024-05-30 10:00:00+00:00,2024-05-30 11:00:00+00:00,3
SBER,range,2024-05-30 11:30:00+00:00,2024-05-31 04:00:00+00:00,34
SBER,trend,2024-05-31 04:30:00+00:00,2024-05-31 05:00:00+00:00,2
SBER,range,2024-05-31 05:30:00+00:00,2024-06-01 05:30:00+00:00,49
SBER,trend,2024-06-01 06:00:00+00:00,2024-06-01 06:00:00+00:00,1
SBER,range,2024-06-01 06:30:00+00:00,2024-06-04 21:30:00+00:00,175
SBER,trend,2024-06-04 22:00:00+00:00,2024-06-05 06:00:00+00:00,17
SBER,range,2024-06-05 06:30:00+00:00,2024-06-05 09:30:00+00:00,7
SBER,trend,2024-06-05 10:00:00+00:00,2024-06-05 14:00:00+00:00,9
SBER,range,2024-06-05 14:30:00+00:00,2024-06-07 03:00:00+00:00,74
SBER,trend,2024-06-07 03:30:00+00:00,2024-06-07 05:30:00+00:00,5
SBER,range,2024-06-07 06:00:00+00:00,2024-06-07 20:00:00+00:00,29
SBER,trend,2024-06-07 20:30:00+00:00,2024-06-08 06:00:00+00:00,20
SBER,range,2024-06-08 06:30:00+00:00,2024-06-11 01:30:00+00:00,135
SBER,trend,2024-06-11 02:00:00+00:00,2024-06-11 06:00:00+00:00,9
SBER,range,2024-06-11 06:30:00+00:00,2024-06-13 09:30:00+00:00,103
SBER,high_vol,2024-06-13 10:00:00+00:00,2024-06-13 11:00:00+00:00,3
SBER,range,2024-06-13 11:30:00+00:00,2024-06-13 21:30:00+00:00,21
SBER,trend,2024-06-13 22:00:00+00:00,2024-06-14 06:00:00+00:00,17
SBER,range,2024-06-14 06:30:00+00:00,2024-06-14 15:30:00+00:00,19
SBER,trend,2024-06-14 16:00:00+00:00,2024-06-14 17:30:00+00:00,4
SBER,range,2024-06-14 18:00:00+00:00,2024-06-14 18:00:00+00:00,1
SBER,trend,2024-06-14 18:30:00+00:00,2024-06-15 06:00:00+00:00,24
SBER,range,2024-06-15 06:30:00+00:00,2024-06-18 01:30:00+00:00,135
SBER,trend,2024-06-18 02:00:00+00:00,2024-06-18 03:30:00+00:00,4
SBER,range,2024-06-18 04:00:00+00:00,2024-06-18 04:30:00+00:00,2
SBER,trend,2024-06-18 05:00:00+00:00,2024-06-18 06:00:00+00:00,3
SBER,range,2024-06-18 06:30:00+00:00,2024-06-18 17:00:00+00:00,22
SBER,trend,2024-06-18 17:30:00+00:00,2024-06-18 18:00:00+00:00,2
SBER,range,2024-06-18 18:30:00+00:00,2024-06-18 18:30:00+00:00,1
SBER,trend,2024-06-18 19:00:00+00:00,2024-06-18 19:00:00+00:00,1
SBER,range,2024-06-18 19:30:00+00:00,2024-06-18 20:30:00+00:00,3
SBER,trend,2024-06-18 21:00:00+00:00,2024-06-18 23:30:00+00:00,6
SBER,range,2024-06-19 00:00:00+00:00,2024-06-19 00:30:00+00:00,2
SBER,trend,2024-06-19 01:00:00+00:00,2024-06-19 06:00:00+00:00,11
SBER,range,2024-06-19 06:30:00+00:00,2024-06-19 18:30:00+00:00,25
SBER,trend,2024-06-19 19:00:00+00:00,2024-06-19 19:00:00+00:00,1
